sr,rr,t,lm,bo,rem,nr,hr,sl
97.27889060974121,28.103995323181152,92.69250082969666,17.442374169826508,88.75167977809906,104.94871616363525,2.531499981880188,68.10355395078659,3
47.631924860179424,15.251487217843533,98.80375134944916,4.999018028378487,96.98317271471024,85.74921995401382,7.578517198562622,53.51987440139055,1
67.4657928943634,15.14203017950058,98.71552169322968,4.00200629234314,96.98756438493729,98.05852621793747,6.980731666088104,56.40487529337406,1
94.90177512168884,24.33843433856964,89.64046084880829,15.979053020477295,93.28709942102432,104.6327492594719,-1.0544024482369423,80.52589893341064,3
99.70337361097336,28.978260159492493,83.36248588562012,18.825110137462616,84.71447196602821,104.98816072940826,2.955245554447174,81.75686836242676,4
94.0450981259346,24.86729657649994,93.35750019550323,16.446526288986206,90.69329690933228,104.89534556865692,2.557715892791748,77.75232702493668,3
96.22545272111893,28.23282253742218,94.21237373352051,17.962518870830536,90.02297532558441,104.83098059892654,2.3080188632011414,73.94197404384613,3
70.05693912506104,19.698030650615692,93.12907874584198,11.156885117292404,92.3794926404953,98.64301443099976,1.7742282897233963,72.7342090010643,2
88.07555228471756,27.186376690864563,98.14768326282501,15.654545962810516,96.09324079751968,104.59005385637283,6.451072633266449,63.35308223962784,2
63.877357095479965,20.160049319267273,90.98916035890579,14.534170269966125,92.8885794878006,99.83373016119003,3.4474534392356873,59.92993772029877,2
97.12768763303757,27.779656291007996,92.21904289722443,17.157477974891663,94.23584592342377,104.84373182058334,5.067826867103577,67.57246494293213,3
99.58997875452042,27.422253251075745,84.67103589326143,18.145885407924652,90.28609198331833,104.91111159324646,1.979501634836197,80.73940306901932,3
59.54621121287346,18.848900943994522,98.14107012748718,8.9801866710186,96.89443093538284,77.97443211078644,6.559012234210968,63.46665918827057,1
99.36470687389374,29.537253260612488,89.14284431934357,18.34652268886566,91.55154746770859,104.99463558197021,4.496497571468353,82.60520428419113,4
81.52705997228622,21.60875028371811,94.53740537166595,12.466198742389679,95.81682574748993,102.22114562988281,6.476125538349152,71.25032156705856,2
96.74577087163925,26.998900771141052,90.6667251586914,18.060863852500916,92.1086413860321,104.90685760974884,4.029962718486786,81.38816207647324,3
73.35462480783463,24.711424350738525,97.83951699733734,14.403055846691132,93.09098881483078,100.65768331289291,1.801211178302765,72.12705433368683,2
17.36260175704956,8.407716751098633,98.93430006504059,-2.1975541710853577,96.99060422182083,38.978776931762695,7.853094398975372,25.346400439739227,0
98.41100990772247,28.43247413635254,92.58748424053192,18.051443934440613,93.26158982515335,104.96051788330078,1.3258357644081116,80.56877166032791,3
98.375024497509,26.136597990989685,91.79827225208282,17.883137106895447,89.82690942287445,104.8205816745758,3.0944886803627014,78.66569072008133,3
70.16122862696648,23.36501920223236,95.7066661119461,10.160042136907578,90.46685230731964,92.99620538949966,-1.347131833434105,64.79306638240814,2
98.06471794843674,27.398019552230835,92.77635455131531,18.100905656814575,94.30985701084137,104.9850144982338,1.1937750577926636,81.8374902009964,3
76.01090997457504,18.894287288188934,98.7231103181839,4.424436051398516,96.80208963155746,95.47617852687836,8.083749890327454,54.42255772650242,1
25.57276964187622,8.152992963790894,98.66005897521973,-2.2358471751213074,96.95712220668793,39.948298931121826,7.417278349399567,32.29298800230026,0
86.29995405673981,28.11442279815674,92.53612124919891,16.712613940238953,82.3213385026902,103.83575767278671,-0.28753599151968956,80.01736760139465,3
76.94307535886765,17.992624878883362,95.51975095272064,7.004011288285255,95.27504456043243,103.44429731369019,1.2768811583518982,70.71504980325699,2
52.846571654081345,14.108145117759705,98.06808030605316,-0.9574214220046997,96.96881574392319,84.64567065238953,7.384183645248413,51.95381185039878,1
99.16418582201004,29.182432055473328,81.5429482460022,18.120220243930817,84.90729284286499,104.43136632442474,5.771370828151703,76.24252319335938,4
94.98243004083633,27.5649676322937,88.51039159297943,17.10882806777954,88.86903491616249,104.92099821567535,2.4059736728668213,79.08974289894104,3
93.59523624181747,27.743614077568054,91.42829591035843,15.860721111297607,89.42820486426353,104.62393015623093,5.0342466831207275,81.06176316738129,3
99.69096213579178,28.240007281303406,85.740285217762,18.07775640487671,84.05456249415874,104.95733678340912,-0.7223937883973122,82.06844091415405,4
73.8542178273201,22.712606489658356,94.32556557655334,11.205998599529266,92.29375672340393,102.36093431711197,4.143659949302673,68.99726390838623,2
81.04222893714905,25.6818128824234,97.47577953338623,13.227476716041565,95.07418376207352,104.73792135715485,2.9461673498153687,71.4412409067154,2
68.4695291519165,14.867308333516121,98.32146143913269,3.4498515501618385,96.81527894735336,99.56523567438126,4.736147046089172,44.967764392495155,1
99.45458352565765,28.72507929801941,86.45218423008919,18.763987064361572,81.74334447644651,104.97817486524582,-0.6546962410211563,83.10520946979523,4
97.9449075460434,28.549644708633423,93.67742323875427,17.204757273197174,94.20149576663971,104.78226631879807,3.3435637056827545,79.67981606721878,3
99.6635690331459,29.31353235244751,91.1518589258194,18.747469127178192,84.3363196104765,104.95751917362213,2.3786197006702423,81.48543566465378,4
99.20589506626129,28.8672354221344,76.87040388584137,18.481661319732666,87.78830361366272,104.72297608852386,2.5536933839321136,83.39685499668121,4
50.23488100618124,10.040026307106018,98.94129455089569,-0.8094859719276428,96.99256938695908,71.61436066031456,8.118845522403717,39.08390402793884,0
32.664407417178154,7.919597268104553,98.98076391220093,-4.4498900175094604,96.9888625741005,80.08850768208504,8.383437395095825,35.81455558538437,0
58.75884473323822,19.09816211462021,91.63910722732544,8.249740689992905,94.63284146785736,102.92793720960617,3.0151170194149017,67.2771143913269,2
70.69724142551422,9.84954172372818,98.75462889671326,-1.018111765384674,96.99079376459122,47.16713190078735,8.302920162677765,26.570533514022827,0
84.15418833494186,16.3254776597023,98.36865878105164,8.017864614725113,96.95304346084595,81.48847192525864,5.840106189250946,54.20414041727781,1
13.988804817199707,9.829691052436829,98.58282423019409,-5.111439883708954,96.98673468828201,60.677835792303085,8.08814549446106,39.308246821165085,0
98.03028643131256,26.574071288108826,85.92852780222893,16.169860899448395,90.84962052106857,104.74531352519989,5.719831109046936,79.6493810415268,3
90.35131722688675,24.406420707702637,97.39227211475372,15.278777420520782,94.81286597251892,104.13148194551468,7.432282626628876,75.16184091567993,2
95.8170673251152,28.567842721939087,87.24140956997871,18.080232083797455,78.41028545796871,103.56463730335236,-1.402754545211792,75.31271010637283,4
74.73356395959854,18.831657350063324,94.83577919006348,14.119151175022125,96.1927883028984,103.18073272705078,0.5344381928443909,62.80415654182434,2
72.36077085137367,22.238638281822205,95.16243052482605,9.374323427677155,94.03636020421982,97.09550321102142,6.882725358009338,66.1359104514122,2
60.56621253490448,8.184967160224915,98.96400618553162,-0.4860146939754486,96.97942566871643,76.70894712209702,8.376424491405487,45.33846192061901,0
59.162486493587494,9.682845652103424,98.91358947753906,5.92853756248951,96.99465435743332,81.85676872730255,7.001371264457703,55.19546061754227,1
57.78497666120529,23.148839354515076,92.52369773387909,8.386110454797745,92.75078815221786,101.28862202167511,0.614804282784462,68.57157200574875,2
69.28247585892677,22.904314398765564,96.06482684612274,14.615430474281311,96.20827090740204,102.82240837812424,3.830665737390518,69.85266357660294,2
98.47927957773209,28.062775254249573,87.33709600567818,18.585843682289124,90.96874368190765,104.97905999422073,2.914446473121643,80.33102005720139,3
78.35516422986984,22.758532524108887,93.7433226108551,13.739064276218414,94.54885703325272,102.9778853058815,3.5009779930114746,71.15151047706604,2
98.6981326341629,28.491901397705078,82.41128712892532,17.811286985874176,79.69392497837543,104.84918743371964,1.1633027493953705,81.54115289449692,4
96.96928232908249,25.250237584114075,83.79857032001019,17.862862288951874,92.0669115781784,104.24040645360947,3.8895649015903473,76.23885154724121,3
97.4685737490654,28.236441612243652,92.28832352161407,18.00530993938446,84.45883129537106,104.82560276985168,6.263239681720734,82.1510174870491,3
98.79374295473099,27.84772527217865,86.1828393638134,18.27298367023468,93.0114398598671,104.94946718215942,3.4139239490032196,79.46029752492905,3
39.45502880960703,17.097279891371727,97.95485925674438,-4.205142021179199,96.99470710754395,46.026349514722824,6.8374539613723755,34.43645641207695,0
67.84386098384857,20.01843351125717,97.47463130950928,11.384283691644669,95.74087184667587,100.6723952293396,-2.268142729997635,67.25390896201134,2
97.3713767528534,27.41041135787964,90.11394798755646,18.205829203128815,91.68912243843079,104.96901243925095,5.422766804695129,76.96297317743301,3
72.61264085769653,16.572523795068264,98.86550176143646,7.456229716539383,96.77401584386826,99.58478629589081,6.472771167755127,45.99614083766937,1
86.8716424703598,24.27000403404236,98.70650279521942,12.667244613170624,96.88695293664932,101.82595700025558,7.859472692012787,68.01342338323593,1
99.42263036966324,27.700875282287598,81.89787292480469,17.939131796360016,94.057104408741,104.90016549825668,1.1332113146781921,79.45559322834015,3
12.634370625019073,11.67102324962616,98.19221866130829,4.243671536445618,94.85469681024551,91.52879565954208,7.884369492530823,51.90562214702368,1
76.848523914814,20.038893342018127,96.84973633289337,13.18998122215271,96.25775408744812,102.92528182268143,-1.8052031099796295,53.493080250918865,2
84.85447615385056,19.971043407917023,98.15007734298706,12.1562739610672,94.49468088150024,95.99918782711029,1.2260148078203201,55.79653725028038,2
98.39868038892746,28.467063546180725,76.82727789878845,18.560450315475464,81.19067433103919,104.98940527439117,2.83785679936409,82.05306798219681,4
69.95957493782043,15.383158080279827,98.76552867889404,-2.600380837917328,96.95505332946777,38.26793119311333,7.47754168510437,41.65648303925991,0
38.464280590415,11.550977110862732,98.83819139003754,-6.665163099765778,96.97853249311447,74.93460148572922,8.231213450431824,36.16951406002045,0
49.83880668878555,16.58572492748499,98.82543742656708,0.8724112957715988,96.9549075961113,41.79719790816307,7.366861402988434,29.327422380447388,0
71.00039482116699,23.42891001701355,95.00395476818085,14.091050565242767,95.87378066778183,103.97200584411621,4.989165723323822,68.6286786198616,2
82.72059738636017,20.581760823726654,97.91507279872894,14.49389511346817,96.8274427652359,102.69639551639557,6.140101075172424,59.46375444531441,1
53.497270941734314,21.358543038368225,98.39550852775574,2.3915726840496063,96.92219537496567,98.953557908535,6.508050262928009,70.66063225269318,1
98.97888571023941,28.00303590297699,89.2965202331543,17.660498559474945,94.13980942964554,104.97643679380417,6.057417690753937,79.7820046544075,3
83.12357693910599,21.417169630527496,96.10218751430511,10.070450097322464,95.22176337242126,104.66519325971603,5.024514555931091,66.49528115987778,2
73.16659063100815,23.855824828147888,97.14318013191223,12.851517736911774,96.543676674366,104.01167839765549,5.391914427280426,70.73048949241638,2
97.89557963609695,23.223705053329468,88.01084119081497,17.452487885951996,92.86609810590744,104.93821799755096,0.9250687435269356,68.58882874250412,3
89.1140741109848,25.40186905860901,98.34823858737946,13.63823288679123,94.56931781768799,101.87986671924591,-0.3822973296046257,60.78642010688782,2
98.58193814754486,28.511622309684753,96.50295770168304,17.917060792446136,93.97923183441162,104.96452242136002,3.8817347288131714,80.54499357938766,3
88.53675365447998,23.636327147483826,96.10350263118744,11.732891738414764,93.54075860977173,104.36566561460495,1.8723194897174835,60.664186626672745,2
89.69760358333588,25.484182357788086,96.23755776882172,15.627277731895447,91.25796806812286,103.8302430510521,6.232963442802429,76.31349235773087,2
59.966652393341064,17.78530204296112,97.99542510509491,-0.1121836006641388,96.72534447908401,90.91976255178452,5.526540398597717,53.94756432622671,1
56.772940680384636,13.142039269208908,98.65181529521942,3.620321523398161,96.96674954891205,87.29662656784058,5.64976966381073,50.02299380808836,1
95.05079478025436,26.488962531089783,94.95809841156006,18.346536993980408,94.17098474502563,104.93451923131943,1.422790378332138,72.73910313844681,3
79.39387619495392,25.648511052131653,96.0057225227356,15.452593505382538,95.73605728149414,104.65237766504288,4.883723795413971,75.4034686088562,2
98.51280301809311,28.86333680152893,83.60451078414917,18.738683998584747,91.6838590502739,104.99764233827591,3.139868438243866,83.60460132360458,4
38.898951448500156,18.783520191907883,98.8807315826416,-1.608699768781662,96.9896439909935,70.33561751246452,8.645486533641815,53.46166055649519,0
70.85961505770683,13.6562040746212,98.82635533809662,0.17063701152801514,96.87599432468414,74.89684268832207,8.376216351985931,46.31438389420509,0
95.66624790430069,25.431020259857178,92.749995470047,17.92153114080429,95.55639666318893,104.97009605169296,4.05157595872879,79.96620863676071,3
96.21630311012268,27.36186969280243,89.59848141670227,17.732415735721588,92.38277387619019,104.83854711055756,2.460108160972595,71.41138792037964,3
79.98296558856964,23.894158482551575,97.15940964221954,14.261697173118591,93.96553200483322,102.73257315158844,7.568381667137146,72.52792298793793,2
98.31351786851883,29.14671778678894,95.38753998279572,17.816446661949158,92.77334374189377,104.86432582139969,2.1915969103574753,69.85621839761734,3
93.36460769176483,26.248571515083313,84.8488480169326,16.72099494934082,92.56733667850494,104.49521899223328,1.698273628950119,76.5253672003746,3
82.96456843614578,20.680604457855225,95.19426786899567,14.325709879398346,94.51490652561188,103.86221498250961,-0.4165703281760216,72.6609992980957,2
87.31876701116562,18.80736753344536,93.55725526809692,10.779440641403198,96.39014434814453,103.89508545398712,4.792425692081451,69.91442650556564,2
89.71196234226227,24.252703070640564,97.83622920513153,17.276345431804657,94.4407908320427,101.17716282606125,7.543136715888977,64.06691178679466,2
96.39972805976868,26.004355311393738,92.66293573379517,18.370422065258026,92.37402272224426,104.43318486213684,-0.8262294083833694,77.22341179847717,3
98.20611238479614,28.30271315574646,75.59623837471008,18.494192600250244,82.58849811553955,104.98517274856567,-3.052917391061783,82.20886886119843,4
76.5730619430542,16.207801427692175,98.95399844646454,6.328140214085579,96.9866059422493,77.14018732309341,7.922096908092499,34.71771076321602,0
98.91534984111786,27.396495819091797,95.33248615264893,17.792843222618103,94.75072544813156,104.94919896125793,-0.41867921501398087,81.90865337848663,3
53.83500665426254,25.02178692817688,98.67527043819427,13.29536521434784,96.95364785194397,99.05935227870941,8.363663613796234,58.94921600818634,1
86.48087441921234,26.339786887168884,91.85219955444336,14.743829607963562,86.66002032160759,104.94363605976105,4.725229918956757,75.23547828197479,3
63.84774297475815,21.58942699432373,98.96845972537994,4.066019075457007,96.69856709241867,96.51832669973373,7.828301668167114,61.870873123407364,1
43.0602097325027,12.48042094707489,98.74682331085205,0.27198874950408936,96.98597830533981,56.5693524107337,7.997937440872192,40.678102523088455,0
97.3253270983696,27.98064637184143,81.77511644363403,18.334913194179535,90.66775333881378,104.90719825029373,3.8984561562538147,78.78788143396378,3
78.71996194124222,20.723307371139526,93.10053503513336,17.12249392271042,92.55421620607376,99.60798740386963,4.368983209133148,57.09105275571346,2
98.3102199435234,28.544269919395447,74.67492473125458,17.758109509944916,83.42962757498026,104.89223420619965,3.294683128595352,80.73611736297607,4
82.02775776386261,19.646046817302704,96.66517770290375,13.601020812988281,95.15588027238846,99.68236774206161,5.884511768817902,75.21687597036362,2
84.08271580934525,25.419169187545776,97.9653651714325,17.08694213628769,95.06366592645645,103.65165889263153,6.74616014957428,71.08173042535782,2
73.80238205194473,17.762171506881714,98.83393979072571,6.965507507324219,96.6654686331749,88.2611945271492,6.7877665758132935,56.760364696383476,1
43.955788146704435,22.66004353761673,98.95864391326904,8.31565597653389,96.99162077903748,101.74733340740204,7.596625864505768,67.43642419576645,1
90.95519155263901,25.529908537864685,88.77423441410065,15.864200830459595,84.0400432497263,104.9276876449585,1.44167460501194,79.00048017501831,3
98.82417500019073,27.541531682014465,79.8593316078186,18.30959850549698,83.53648544102907,104.84841763973236,0.7740068659186363,81.74241334199905,4
73.20100575685501,23.995745420455933,94.95476388931274,10.263305842876434,94.13068097829819,101.59511536359787,3.1088245511054993,70.28022676706314,2
70.15110537409782,18.087477058172226,98.87942397594452,0.9574299454689026,96.78277236223221,101.56691193580627,6.564060151576996,54.274905137717724,1
98.13493818044662,28.649123787879944,79.659921169281,18.20314520597458,88.3891264796257,104.98242884874344,-1.2923824489116669,83.266142308712,4
84.81159001588821,22.94453477859497,95.16334342956543,8.857158660888672,92.77329814434052,104.0731143951416,2.826247662305832,66.87181368470192,2
51.36879473924637,21.16710215806961,98.4892498254776,8.19238567352295,96.8872372508049,83.27266931533813,5.884076714515686,46.78036507219076,1
82.2879496216774,22.088780462741852,97.61616659164429,13.416408836841583,93.30606979131699,104.13475424051285,2.6139164865016937,78.06929856538773,2
28.541320115327835,12.005611598491669,98.81618905067444,-3.0864959061145782,96.99825119972229,34.98922973871231,7.420570492744446,28.004217445850372,0
93.38718503713608,27.808505415916443,81.30003422498703,18.403468668460846,73.74304217100143,104.61437612771988,-2.734935075044632,82.42448210716248,4
52.654973194003105,13.834981322288513,94.4498507976532,6.886408716440201,96.81791466474533,73.41572284698486,6.39186018705368,50.7425020262599,1
98.86153727769852,28.69410729408264,82.35598567128181,18.564770460128784,84.01368875801563,104.99464899301529,0.09852891135960817,77.64481037855148,4
85.87087631225586,24.373738050460815,98.15448999404907,12.613836467266083,95.51427972316742,100.23764938116074,2.67212176322937,74.39806759357452,2
47.58206956088543,10.690526008605957,98.63985908031464,1.927822321653366,96.98869627714157,74.55423340201378,8.558667182922363,51.46693488582969,0
60.78412801027298,20.734614372253418,98.80385565757751,9.731580704450607,96.90948349237442,91.29402458667755,6.862169444561005,51.249845419079065,1
61.770764887332916,7.685335397720337,98.70717453956604,-3.1997588872909546,96.9774569272995,66.71661615371704,7.527651250362396,31.610472798347473,0
97.23038226366043,29.233438730239868,84.07358860969543,18.632437229156494,87.03990113735199,104.97987806797028,0.6793848350644112,82.05781191587448,4
30.714356005191803,14.952048987150192,98.92366063594818,2.1839318200945854,96.92210060358047,69.7325999289751,8.553403615951538,56.25012218952179,0
73.601995408535,26.157694101333618,97.8952567577362,14.64857542514801,96.10162895917892,104.53052222728729,6.099277317523956,77.53041565418243,2
86.37241989374161,23.025047302246094,98.88000309467316,16.872589826583862,96.91391003131866,103.7024787068367,7.554395020008087,63.092704117298126,1
62.88269340991974,12.104936301708221,98.82012021541595,7.7242720276117325,96.72505927085876,96.33346349000931,7.378812789916992,62.33064979314804,1
35.757017731666565,12.46941477060318,98.39495527744293,9.291154831647873,96.77354288101196,73.81302237510681,6.8302629590034485,57.3150435090065,1
25.326343178749084,9.848753988742828,98.50914764404297,-4.149758875370026,96.9240854382515,59.26802440546453,6.249141454696655,40.95612958073616,0
99.74809885025024,29.685575246810913,81.71295067667961,18.628842175006866,84.7145591378212,104.76484537124634,6.670526683330536,83.62624526023865,4
78.11022609472275,24.16263175010681,98.92635095119476,9.59528335928917,96.98604446649551,94.32492345571518,7.003080368041992,60.51046773791313,1
64.21408802270889,22.822407484054565,96.10732281208038,16.069047391414642,94.35196322202682,104.0388759970665,4.498322010040283,76.77782416343689,2
88.84075611829758,26.76814365386963,93.41920638084412,17.069802820682526,89.43420720100403,104.96740311384201,3.5189254581928253,61.01281464099884,3
81.35474503040314,23.12561869621277,98.92838370800018,9.679155588150024,96.97465312480927,101.05388313531876,8.091954231262207,61.83530613780022,1
79.23915892839432,22.731286823749542,98.47920203208923,12.172471821308136,95.41225475072861,104.57815289497375,5.538457453250885,75.9043875336647,2
95.02411633729935,26.898937702178955,90.97290831804276,18.41644161939621,87.07165625691414,104.97955352067947,3.0850258469581604,80.17838805913925,3
26.449876725673676,14.758454978466034,98.95248222351074,-4.160313367843628,96.9850994348526,49.11268763244152,6.5269142389297485,32.540978491306305,0
60.367032289505005,13.189039051532745,98.20533895492554,0.9631090760231018,96.96355950832367,55.92308655381203,8.514440774917603,34.52068731188774,0
43.30674109980464,16.59603187441826,98.8625602722168,3.9414065503515303,96.84838545322418,44.59724575281143,7.037306427955627,45.272470861673355,0
58.67042526602745,24.175299763679504,98.89224886894226,11.057763189077377,96.96368825435638,93.0809497833252,7.019707381725311,60.32846987247467,1
74.11796003580093,18.866263031959534,98.88469111919403,4.30652217566967,96.8061415553093,96.28790885210037,6.323173642158508,62.234841734170914,1
88.73431444168091,19.615652680397034,98.53323197364807,13.597399830818176,93.19959324598312,103.86107504367828,-0.15645756013691425,65.93223109841347,2
97.02004611492157,24.391125798225403,84.10084880888462,17.509288132190704,89.9798373579979,104.99362170696259,4.908722519874573,76.7847752571106,3
99.61632281541824,26.351483583450317,82.97000297904015,18.075007140636444,87.54534554481506,104.98722463846207,1.3317163735628128,80.46538144350052,4
45.46504630241543,13.353179782629013,98.08523774147034,4.147286970168352,96.5733043551445,66.0310985147953,3.961264908313751,54.654996395111084,1
77.31926828622818,18.16784292459488,98.68275058269501,12.50328117609024,96.89962369203568,97.87284225225449,6.181559443473816,62.32408046722412,1
35.30887447297573,11.341192603111267,98.90424847602844,1.921651229262352,96.99283403158188,77.17205330729485,7.969909965991974,49.18861040845513,0
28.774115592241287,16.348276183009148,98.82444524765015,-0.20835018157958984,96.96740579605103,74.4294422864914,6.280553340911865,45.82826055586338,0
92.22981661558151,26.52707087993622,85.24800691753626,17.76819998025894,82.86887774989009,104.93919163942337,1.2257850766181946,77.41596460342407,3
98.45389932394028,29.150570511817932,81.68698880076408,18.658499360084534,87.90595558285713,104.96063858270645,2.1350008249282837,80.46876102685928,4
84.24937903881073,23.147831320762634,98.60524713993073,4.746524482965469,96.98135328292847,85.04465192556381,7.114321768283844,62.6846569776535,1
96.30115419626236,28.953287959098816,88.2920369207859,18.18886423110962,84.75711171329021,104.55491960048676,2.8130804300308228,81.37905806303024,4
98.02738845348358,27.20934534072876,75.96490252017975,17.64998161792755,87.79338103532791,104.92383599281311,1.5995518416166306,81.89033061265945,4
44.580061186570674,8.859930872917175,98.84289360046387,-3.8412216901779175,96.99637991189957,25.67281275987625,7.776876211166382,30.16935169696808,0
87.3382169008255,15.912730121985078,98.95604455471039,11.72778034210205,96.86790835857391,92.27357000112534,5.751290738582611,45.43576419353485,1
75.35308867692947,11.945514261722565,98.97368848323822,0.6414882987737656,96.97511357069016,75.2767051756382,8.656940639019012,34.73510205745697,0
69.7844210267067,16.00534876435995,98.55447494983673,6.827786803245544,96.93571907281876,74.52808454632759,6.379832625389099,52.26767487823963,1
76.91736400127411,19.840944051742554,98.69734120368958,11.629449665546417,96.82340067625046,51.488870680332184,7.44423508644104,56.63023196160793,1
97.44842559099197,29.067153215408325,93.69939720630646,18.10232901573181,85.99018377065659,104.25023943185806,4.523053050041199,75.91024339199066,3
83.66253197193146,22.05021983385086,96.3358051776886,15.005511283874512,94.60228753089905,101.96102499961853,1.0546553134918213,75.13631880283356,2
96.68072372674942,28.78486955165863,87.96395322680473,18.056115448474884,96.2020982503891,104.96618002653122,6.205281972885132,77.21997380256653,3
84.18524652719498,16.106326992623508,95.87802267074585,10.856652945280075,95.27692836523056,102.77468919754028,4.936400234699249,73.97764533758163,2
88.86308431625366,22.90060603618622,94.73770117759705,16.69373118877411,96.42635595798492,104.26962912082672,6.427801787853241,75.22592782974243,2
97.04280704259872,25.477111101150513,84.459197871387,17.815381824970245,87.93684524297714,104.88290011882782,2.8173623085021973,69.1415137052536,3
55.44534556567669,15.947447993792593,98.88832437992096,11.171763330698013,96.92487579584122,92.93494910001755,4.969149470329285,55.499047338962555,1
89.79493498802185,24.03312861919403,92.56271648406982,16.411866784095764,85.7379052489996,104.65744704008102,1.164125919342041,75.1191371679306,3
90.77300250530243,26.799280881881714,94.04722142219543,14.978348553180695,82.91201476752758,104.45708066225052,3.888856530189514,79.45689082145691,3
81.37665688991547,20.866977632045746,96.05814111232758,11.491063326597214,95.2631927728653,101.65011942386627,1.795157566666603,68.21012556552887,2
98.54341864585876,26.881157755851746,83.90701708197594,17.8093701004982,86.4108310341835,104.94037985801697,1.4545729458332062,78.42478275299072,4
87.07625806331635,22.229477107524872,98.35852253437042,14.600193738937378,95.0856904387474,104.21339392662048,6.575456321239471,74.9934396147728,2
97.68201112747192,28.207609176635742,80.66246247291565,18.502630829811096,90.91797661781311,104.93896633386612,0.670512892305851,78.35896641016006,3
52.8287248313427,18.547475904226303,98.85440671443939,6.8421976417303085,96.8988288640976,87.44697511196136,7.84949916601181,57.212567552924156,1
58.571055606007576,22.70225703716278,94.69380331039429,7.839282691478729,92.71814477443695,100.22207915782928,5.318975508213043,70.49588590860367,2
34.443534687161446,11.993155539035797,98.77138495445251,-1.4869435727596283,96.95921522378922,58.04233795031905,8.502534449100494,53.141935020685196,0
96.73977166414261,28.74850606918335,85.3663773983717,18.652145206928253,93.71427428722382,104.96202528476715,5.911835432052612,80.57704955339432,3
81.80951446294785,20.278837502002716,97.12094247341156,9.695122331380844,94.27839201688766,102.84753262996674,2.2692904472351074,65.75858518481255,2
70.08068680763245,12.92390489578247,98.80021488666534,1.47806616127491,96.94347870349884,72.60082885622978,8.095101535320282,42.82934136688709,0
46.2935599591583,17.71571245789528,98.78872013092041,1.994210571050644,96.58361834287643,85.54103225469589,6.217867970466614,59.17559698224068,1
90.17494708299637,27.0245463848114,77.10934960842133,17.88335883617401,89.29289636015892,104.95972126722336,5.116937577724457,79.15180206298828,4
76.63104772567749,16.294416576623917,98.69865381717682,-0.7433851659297943,96.9584248661995,67.49068960547447,7.837671160697937,35.22867664694786,0
98.79347085952759,29.137762308120728,81.147436439991,18.578453302383423,87.18145427107811,104.9680683016777,2.605902314186096,83.38337421417236,4
56.59997910261154,10.010741591453552,98.93702626228333,-2.4287512004375458,96.97335493564606,91.01210027933121,6.618831396102905,45.097431391477585,0
68.90602231025696,21.869758009910583,97.72113978862762,11.294265180826187,93.51193648576736,101.8633684515953,4.392641633749008,60.73913723230362,2
96.92716002464294,28.537994742393494,90.04521226882935,17.305273950099945,91.1493707895279,104.89854544401169,3.957425594329834,77.41418719291687,3
70.8940564095974,15.253300458192825,98.75398135185242,3.753532987087965,96.73644256591797,97.46539056301117,3.0490670800209045,54.442201033234596,1
87.2807064652443,21.68363392353058,87.33993798494339,15.536751389503479,84.89626136422157,104.69603329896927,4.603959739208221,78.117795586586,3
35.56091085076332,9.392186045646667,98.93448030948639,1.756512314081192,96.97837960720062,68.30575056374073,5.852744221687317,29.243076741695404,0
68.0316099524498,16.0106801581569,98.82845318317413,10.400965303182602,96.89748775959015,101.4344510436058,6.152915596961975,48.7785267829895,1
50.41171543300152,9.112830102443695,98.76163256168365,-0.6238784492015839,96.96587336063385,55.944081880152225,8.45166528224945,41.30954273045063,0
75.8563894033432,17.95085260272026,98.24670505523682,7.05620439350605,96.84029859304428,89.98154193162918,5.172926545143127,55.325320065021515,1
81.4319971203804,19.994670033454895,95.38376235961914,8.5790895819664,95.80102127790451,103.63619327545166,5.105006039142609,64.68986704945564,2
58.32343094050884,25.001667141914368,96.76538860797882,13.482399225234985,88.1679881811142,102.87628591060638,3.8835232257843018,65.02843976020813,2
88.103728890419,27.638630867004395,90.42088007926941,17.702652156352997,90.22312533855438,104.90631580352783,3.814537614583969,79.40682291984558,3
79.84224319458008,15.89862360805273,98.95728707313538,8.657785147428513,96.99373346567154,92.44581341743469,6.5434929728508,44.44560259580612,1
99.38108175992966,28.80635118484497,83.34201040863991,18.441919028759003,89.68471390008926,104.96834993362427,0.7121079191565514,79.85853135585785,4
96.66854828596115,27.754462957382202,94.37066006660461,17.40602397918701,95.8353481888771,104.95867520570755,6.639502644538879,81.3865077495575,3
99.5116513967514,29.654515624046326,85.66360487043858,18.88774687051773,93.70980215072632,104.98746067285538,2.969065099954605,83.49302917718887,4
95.79667329788208,25.791465759277344,90.50373286008835,13.994394481182098,91.89645808935165,104.72656220197678,1.0640559867024422,74.73675191402435,3
88.32451283931732,22.03470253944397,82.0764453113079,17.386427760124207,82.0143262319034,104.40592020750046,3.361134320497513,79.55505937337875,3
46.0742303263396,10.449052691459656,98.59331345558167,-6.582971274852753,96.90250080823898,52.17232368886471,7.319488763809204,46.09585836529732,0
66.36341884732246,18.674386978149414,97.83647453784943,9.279078185558319,96.92187708616257,90.14503061771393,6.70700204372406,68.7167376279831,1
98.90340059995651,28.68883514404297,75.29516422748566,18.81811761856079,87.04269555211067,104.9944531917572,2.331185907125473,80.00158786773682,4
74.60357457399368,23.934930443763733,92.67634642124176,14.060907900333405,92.01395761966705,91.00204199552536,4.9895288944244385,77.88616895675659,2
